participant_id	run	onset	duration	trial_type	trial_code	valence	arousal
1012b	R2	110.2782	15	CON	NEU26	8	7
1012b	R2	127.3032	11	Q	Q_NEU26	8	7
1012b	R2	143.8615	15	CON	NEU25	4	3
1012b	R2	160.8949	11	Q	Q_NEU25	4	3
1012b	R2	177.7032	15	HOP	HOP5	7	6
1012b	R2	194.7283	11	Q	Q_HOP5	7	6
1012b	R2	212.2866	15	CON	NEU4	none	0
1012b	R2	229.3116	11	Q	Q_NEU4	none	0
1012b	R2	247.62	15	HOP	HOP26	9	7
1012b	R2	264.645	11	Q	Q_HOP26	9	7
1012b	R3	6.2712	15	CON	NEU17	7	7
1012b	R3	23.3046	11	Q	Q_NEU17	7	7
1012b	R3	40.1296	15	HOP	HOP17	8	7
1012b	R3	57.1546	11	Q	Q_HOP17	8	7
1012b	R3	75.463	15	CON	NEU27	2	6
1012b	R3	92.488	11	Q	Q_NEU27	2	6
1012b	R3	109.5463	15	CON	NEU10	6	none
1012b	R3	126.5714	11	Q	Q_NEU10	6	none
1012b	R3	143.6297	15	HOP	HOP16	8	7
1012b	R3	160.6547	11	Q	Q_HOP16	8	7
1012b	R3	178.7131	15	CON	NEU18	7	6
1012b	R3	195.7381	11	Q	Q_NEU18	7	6
1012b	R3	213.7965	15	HOP	HOP11	8	7
1012b	R3	230.8215	11	Q	Q_HOP11	8	7
1012b	R3	248.6298	15	HOP	HOP27	7	8
1012b	R3	265.6549	11	Q	Q_HOP27	7	8
1012c	R1	5.5156	15	HOP	HOP22	8	6
1012c	R1	22.5406	11	Q	Q_HOP22	8	6
1012c	R1	40.599	15	CON	NEU5	8	4
1012c	R1	57.624	11	Q	Q_NEU5	8	4
1012c	R1	75.4324	15	CON	NEU3	8	4
1012c	R1	92.4574	11	Q	Q_NEU3	8	4
1012c	R1	109.0158	15	HOP	HOP19	4	7
1012c	R1	126.0408	11	Q	Q_HOP19	4	7
1012c	R1	143.3491	15	CON	NEU2	7	4
1012c	R1	160.3742	11	Q	Q_NEU2	7	4
1012c	R1	178.1825	15	HOP	HOP7	8	7
1012c	R1	195.2069	11	Q	Q_HOP7	8	7
1012c	R1	213.0159	15	HOP	HOP15	9	6
1012c	R1	230.0404	11	Q	Q_HOP15	9	6
1012c	R1	246.5993	15	CON	NEU22	4	7
1012c	R1	263.6237	11	Q	Q_NEU22	4	7
1012c	R2	7.2662	15	CON	NEU16	7	4
1012c	R2	24.2912	11	Q	Q_NEU16	7	4
1012c	R2	41.3496	15	HOP	HOP23	8	7
1012c	R2	58.3746	11	Q	Q_HOP23	8	7
1012c	R2	75.183	15	HOP	HOP13	8	6
1012c	R2	92.208	11	Q	Q_HOP13	8	6
1012c	R2	110.2747	15	CON	NEU26	8	4
1012c	R2	127.2997	11	Q	Q_NEU26	8	4
1012c	R2	143.8581	15	CON	NEU25	4	4
1012c	R2	160.8831	11	Q	Q_NEU25	4	4
1012c	R2	177.6914	15	HOP	HOP5	8	8
1012c	R2	194.7165	11	Q	Q_HOP5	8	8
1012c	R2	212.2748	15	CON	NEU4	6	4
1012c	R2	229.2998	11	Q	Q_NEU4	6	4
1012c	R2	247.6082	15	HOP	HOP26	10	8
1012c	R2	264.6332	11	Q	Q_HOP26	10	8
1012c	R3	6.2618	15	CON	NEU17	8	6
1012c	R3	23.2868	11	Q	Q_NEU17	8	6
1012c	R3	40.0952	15	HOP	HOP17	10	7
1012c	R3	57.1202	11	Q	Q_HOP17	10	7
1012c	R3	75.4369	15	CON	NEU27	6	4
1012c	R3	92.4614	11	Q	Q_NEU27	6	4
1012c	R3	109.5203	15	CON	NEU10	9	7
1012c	R3	126.5453	11	Q	Q_NEU10	9	7
1012c	R3	143.6037	15	HOP	HOP16	7	7
1012c	R3	160.6287	11	Q	Q_HOP16	7	7
1012c	R3	178.687	15	CON	NEU18	8	7
1012c	R3	195.7121	11	Q	Q_NEU18	8	7
1012c	R3	213.7788	15	HOP	HOP11	9	6
1012c	R3	230.8033	11	Q	Q_HOP11	9	6
1012c	R3	248.6122	15	HOP	HOP27	9	7
1012c	R3	265.6455	11	Q	Q_HOP27	9	7
1012d	R1	5.5124	15	HOP	HOP22	8	6
1012d	R1	22.5368	11	Q	Q_HOP22	8	6
1012d	R1	40.5958	15	CON	NEU5	none	3
1012d	R1	57.6209	11	Q	Q_NEU5	none	3
1012d	R1	75.4375	15	CON	NEU3	6	5
1012d	R1	92.4626	11	Q	Q_NEU3	6	5
1012d	R1	109.0293	15	HOP	HOP19	1	9
1012d	R1	126.0538	11	Q	Q_HOP19	1	9
1012d	R1	143.371	15	CON	NEU2	6	none
1012d	R1	160.396	11	Q	Q_NEU2	6	none
1012d	R1	178.2044	15	HOP	HOP7	6	8
1012d	R1	195.2294	11	Q	Q_HOP7	6	8
1012d	R1	213.0378	15	HOP	HOP15	7	none
1012d	R1	230.0621	11	Q	Q_HOP15	7	none
1012d	R1	246.6378	15	CON	NEU22	10	6
1012d	R1	263.6622	11	Q	Q_NEU22	10	6
1012d	R2	7.2627	15	CON	NEU16	6	6
1012d	R2	24.2878	11	Q	Q_NEU16	6	6
1012d	R2	41.3461	15	HOP	HOP23	9	6
1012d	R2	58.3712	11	Q	Q_HOP23	9	6
1012d	R2	75.1795	15	HOP	HOP13	3	8
1012d	R2	92.2045	11	Q	Q_HOP13	3	8
1012d	R2	110.2712	15	CON	NEU26	6	3
1012d	R2	127.2963	11	Q	Q_NEU26	6	3
1012d	R2	143.8546	15	CON	NEU25	4	4
1012d	R2	160.8796	11	Q	Q_NEU25	4	4
1012d	R2	177.6963	15	HOP	HOP5	10	10
1012d	R2	194.7297	11	Q	Q_HOP5	10	10
1012d	R2	212.2881	15	CON	NEU4	none	3
1012d	R2	229.3125	11	Q	Q_NEU4	none	3
1012d	R2	247.6214	15	HOP	HOP26	10	8
1012d	R2	264.6459	11	Q	Q_HOP26	10	8
1012d	R3	6.2701	15	CON	NEU17	8	6
1012d	R3	23.2951	11	Q	Q_NEU17	8	6
1012d	R3	40.1035	15	HOP	HOP17	10	8
1012d	R3	57.1285	11	Q	Q_HOP17	10	8
1012d	R3	75.4369	15	CON	NEU27	6	4
1012d	R3	92.4614	11	Q	Q_NEU27	6	4
1012d	R3	109.5203	15	CON	NEU10	none	none
1012d	R3	126.5446	11	Q	Q_NEU10	none	none
1012d	R3	143.612	15	HOP	HOP16	8	7
1012d	R3	160.6364	11	Q	Q_HOP16	8	7
1012d	R3	178.6954	15	CON	NEU18	7	none
1012d	R3	195.7204	11	Q	Q_NEU18	7	none
1012d	R3	213.7788	15	HOP	HOP11	10	7
1012d	R3	230.8038	11	Q	Q_HOP11	10	7
1012d	R3	248.6121	15	HOP	HOP27	10	8
1012d	R3	265.6372	11	Q	Q_HOP27	10	8
1012e	R1	5.5146	15	HOP	HOP22	8	5
1012e	R1	22.539	11	Q	Q_HOP22	8	5
1012e	R1	40.598	15	CON	NEU5	7	3
1012e	R1	57.623	11	Q	Q_NEU5	7	3
1012e	R1	75.4314	15	CON	NEU3	6	4
1012e	R1	92.4564	11	Q	Q_NEU3	6	4
1012e	R1	109.0231	15	HOP	HOP19	8	5
1012e	R1	126.0476	11	Q	Q_HOP19	8	5
1012e	R1	143.3648	15	CON	NEU2	none	4
1012e	R1	160.3899	11	Q	Q_NEU2	none	4
1012e	R1	178.1982	15	HOP	HOP7	7	6
1012e	R1	195.2225	11	Q	Q_HOP7	7	6
1012e	R1	213.0399	15	HOP	HOP15	6	none
1012e	R1	230.065	11	Q	Q_HOP15	6	none
1012e	R1	246.6233	15	CON	NEU22	none	2
1012e	R1	263.6477	11	Q	Q_NEU22	none	2
1012e	R2	7.2636	15	CON	NEU16	7	6
1012e	R2	24.2886	11	Q	Q_NEU16	7	6
1012e	R2	41.347	15	HOP	HOP23	7	6
1012e	R2	58.3714	11	Q	Q_HOP23	7	6
1012e	R2	75.1804	15	HOP	HOP13	6	none
1012e	R2	92.2054	11	Q	Q_HOP13	6	none
1012e	R2	110.2638	15	CON	NEU26	7	3
1012e	R2	127.2888	11	Q	Q_NEU26	7	3
1012e	R2	143.8471	15	CON	NEU25	4	3
1012e	R2	160.8722	11	Q	Q_NEU25	4	3
1012e	R2	177.6805	15	HOP	HOP5	7	6
1012e	R2	194.7055	11	Q	Q_HOP5	7	6
1012e	R2	212.2722	15	CON	NEU4	6	3
1012e	R2	229.2973	11	Q	Q_NEU4	6	3
1012e	R2	247.614	15	HOP	HOP26	8	7
1012e	R2	264.639	11	Q	Q_HOP26	8	7
1012e	R3	6.2675	15	CON	NEU17	7	3
1012e	R3	23.2925	11	Q	Q_NEU17	7	3
1012e	R3	40.1009	15	HOP	HOP17	7	6
1012e	R3	57.1259	11	Q	Q_HOP17	7	6
1012e	R3	75.451	15	CON	NEU27	6	2
1012e	R3	92.4843	11	Q	Q_NEU27	6	2
1012e	R3	109.5427	15	CON	NEU10	none	3
1012e	R3	126.5672	11	Q	Q_NEU10	none	3
1012e	R3	143.6261	15	HOP	HOP16	7	6
1012e	R3	160.6511	11	Q	Q_HOP16	7	6
1012e	R3	178.7095	15	CON	NEU18	7	6
1012e	R3	195.7345	11	Q	Q_NEU18	7	6
1012e	R3	213.8012	15	HOP	HOP11	7	6
1012e	R3	230.8262	11	Q	Q_HOP11	7	6
1012e	R3	248.6346	15	HOP	HOP27	8	6
1012e	R3	265.6596	11	Q	Q_HOP27	8	6
1012f	R1	5.5122	15	HOP	HOP22	8	6
1012f	R1	22.5373	11	Q	Q_HOP22	8	6
1012f	R1	40.5956	15	CON	NEU5	6	4
1012f	R1	57.6206	11	Q	Q_NEU5	6	4
1012f	R1	75.429	15	CON	NEU3	6	2
1012f	R1	92.454	11	Q	Q_NEU3	6	2
1012f	R1	109.0207	15	HOP	HOP19	8	6
1012f	R1	126.0541	11	Q	Q_HOP19	8	6
1012f	R1	143.3624	15	CON	NEU2	6	1
1012f	R1	160.3874	11	Q	Q_NEU2	6	1
1012f	R1	178.1958	15	HOP	HOP7	8	7
1012f	R1	195.2203	11	Q	Q_HOP7	8	7
1012f	R1	213.0292	15	HOP	HOP15	8	7
1012f	R1	230.0542	11	Q	Q_HOP15	8	7
1012f	R1	246.6126	15	CON	NEU22	none	3
1012f	R1	263.6371	11	Q	Q_NEU22	none	3
1012f	R2	7.2618	15	CON	NEU16	6	2
1012f	R2	24.2868	11	Q	Q_NEU16	6	2
1012f	R2	41.3535	15	HOP	HOP23	8	8
1012f	R2	58.3785	11	Q	Q_HOP23	8	8
1012f	R2	75.1869	15	HOP	HOP13	7	6
1012f	R2	92.2113	11	Q	Q_HOP13	7	6
1012f	R2	110.2703	15	CON	NEU26	none	1
1012f	R2	127.2953	11	Q	Q_NEU26	none	1
1012f	R2	143.862	15	CON	NEU25	none	1
1012f	R2	160.887	11	Q	Q_NEU25	none	1
1012f	R2	177.6953	15	HOP	HOP5	7	7
1012f	R2	194.7198	11	Q	Q_HOP5	7	7
1012f	R2	212.2787	15	CON	NEU4	none	2
1012f	R2	229.3037	11	Q	Q_NEU4	none	2
1012f	R2	247.6121	15	HOP	HOP26	8	7
1012f	R2	264.6365	11	Q	Q_HOP26	8	7
1012f	R3	6.2665	15	CON	NEU17	6	2
1012f	R3	23.2908	11	Q	Q_NEU17	6	2
1012f	R3	40.1082	15	HOP	HOP17	7	6
1012f	R3	57.1332	11	Q	Q_HOP17	7	6
1012f	R3	75.4416	15	CON	NEU27	none	1
1012f	R3	92.4666	11	Q	Q_NEU27	none	1
1012f	R3	109.5333	15	CON	NEU10	6	3
1012f	R3	126.5576	11	Q	Q_NEU10	6	3
1012f	R3	143.6167	15	HOP	HOP16	8	6
1012f	R3	160.6417	11	Q	Q_HOP16	8	6
1012f	R3	178.7001	15	CON	NEU18	6	3
1012f	R3	195.7245	11	Q	Q_NEU18	6	3
1012f	R3	213.7834	15	HOP	HOP11	7	6
1012f	R3	230.8085	11	Q	Q_HOP11	7	6
1012f	R3	248.6168	15	HOP	HOP27	9	7
1012f	R3	265.6413	11	Q	Q_HOP27	9	7
1012g	R1	5.5173	15	NEU	NEU24	0	7
1012g	R1	22.5417	11	Q	Q_NEU24	0	7
1012g	R1	40.6007	15	CON	NEU5	7	3
1012g	R1	57.6258	11	Q	Q_NEU5	7	3
1012g	R1	75.4341	15	CON	NEU3	8	7
1012g	R1	92.4591	11	Q	Q_NEU3	8	7
1012g	R1	109.0258	15	NEU	NEU6	9	8
1012g	R1	126.0509	11	Q	Q_NEU6	9	8
1012g	R1	143.3592	15	CON	NEU2	6	1
1012g	R1	160.3842	11	Q	Q_NEU2	6	1
1012g	R1	178.1926	15	NEU	NEU12	10	9
1012g	R1	195.2176	11	Q	Q_NEU12	10	9
1012g	R1	213.026	15	NEU	NEU30	8	2
1012g	R1	230.051	11	Q	Q_NEU30	8	2
1012g	R1	246.6094	15	CON	NEU22	9	3
1012g	R1	263.6338	11	Q	Q_NEU22	9	3
1012g	R2	7.2636	15	CON	NEU16	10	9
1012g	R2	24.2887	11	Q	Q_NEU16	10	9
1012g	R2	41.347	15	NEU	NEU14	7	1
1012g	R2	58.3804	11	Q	Q_NEU14	7	1
1012g	R2	75.1887	15	NEU	NEU15	0	8
1012g	R2	92.2138	11	Q	Q_NEU15	0	8
1012g	R2	110.2721	15	CON	NEU26	7	4
1012g	R2	127.2966	11	Q	Q_NEU26	7	4
1012g	R2	143.8555	15	CON	NEU25	9	6
1012g	R2	160.8805	11	Q	Q_NEU25	9	6
1012g	R2	177.6889	15	NEU	NEU29	7	6
1012g	R2	194.7133	11	Q	Q_NEU29	7	6
1012g	R2	212.2723	15	CON	NEU4	3	6
1012g	R2	229.2973	11	Q	Q_NEU4	3	6
1012g	R2	247.6057	15	NEU	NEU21	8	4
1012g	R2	264.6301	11	Q	Q_NEU21	8	4
1012g	R3	6.2683	15	CON	NEU17	7	4
1012g	R3	23.2927	11	Q	Q_NEU17	7	4
1012g	R3	40.1017	15	NEU	NEU1	7	4
1012g	R3	57.135	11	Q	Q_NEU1	7	4
1012g	R3	75.4434	15	CON	NEU27	2	7
1012g	R3	92.4684	11	Q	Q_NEU27	2	7
1012g	R3	109.5518	15	CON	NEU10	none	4
1012g	R3	126.5768	11	Q	Q_NEU10	none	4
1012g	R3	143.6435	15	NEU	NEU11	2	7
1012g	R3	160.6685	11	Q	Q_NEU11	2	7
1012g	R3	178.7435	15	CON	NEU18	8	7
1012g	R3	195.7679	11	Q	Q_NEU18	8	7
1012g	R3	213.8269	15	NEU	NEU23	8	7
1012g	R3	230.852	11	Q	Q_NEU23	8	7
1012g	R3	248.6603	15	NEU	NEU9	7	3
1012g	R3	265.6853	11	Q	Q_NEU9	7	3
1012h	R1	5.5162	15	NEU	NEU24	6	7
1012h	R1	22.5406	11	Q	Q_NEU24	6	7
1012h	R1	40.5996	15	CON	NEU5	6	6
1012h	R1	57.6246	11	Q	Q_NEU5	6	6
1012h	R1	75.4413	15	CON	NEU3	8	6
1012h	R1	92.4657	11	Q	Q_NEU3	8	6
1012h	R1	109.0247	15	NEU	NEU6	4	4
1012h	R1	126.0491	11	Q	Q_NEU6	4	4
1012h	R1	143.3664	15	CON	NEU2	7	6
1012h	R1	160.3914	11	Q	Q_NEU2	7	6
1012h	R1	178.2081	15	NEU	NEU12	8	7
1012h	R1	195.2325	11	Q	Q_NEU12	8	7
1012h	R1	213.0415	15	NEU	NEU30	6	6
1012h	R1	230.0665	11	Q	Q_NEU30	6	6
1012h	R1	246.6249	15	CON	NEU22	6	4
1012h	R1	263.6499	11	Q	Q_NEU22	6	4
1012h	R2	7.2634	15	CON	NEU16	8	6
1012h	R2	24.2884	11	Q	Q_NEU16	8	6
1012h	R2	41.3468	15	NEU	NEU14	7	7
1012h	R2	58.3718	11	Q	Q_NEU14	7	7
1012h	R2	75.1802	15	NEU	NEU15	3	4
1012h	R2	92.2046	11	Q	Q_NEU15	3	4
1012h	R2	110.2636	15	CON	NEU26	6	4
1012h	R2	127.2969	11	Q	Q_NEU26	6	4
1012h	R2	143.8553	15	CON	NEU25	4	4
1012h	R2	160.8803	11	Q	Q_NEU25	4	4
1012h	R2	177.697	15	NEU	NEU29	7	6
1012h	R2	194.722	11	Q	Q_NEU29	7	6
1012h	R2	212.2804	15	CON	NEU4	6	3
1012h	R2	229.3054	11	Q	Q_NEU4	6	3
1012h	R2	247.6221	15	NEU	NEU21	6	4
1012h	R2	264.6471	11	Q	Q_NEU21	6	4
1012h	R3	6.2648	15	CON	NEU17	8	7
1012h	R3	23.2892	11	Q	Q_NEU17	8	7
1012h	R3	40.0982	15	NEU	NEU1	8	7
1012h	R3	57.1231	11	Q	Q_NEU1	8	7
1012h	R3	75.4315	15	CON	NEU27	6	4
1012h	R3	92.456	11	Q	Q_NEU27	6	4
1012h	R3	109.5149	15	CON	NEU10	7	6
1012h	R3	126.5393	11	Q	Q_NEU10	7	6
1012h	R3	143.5983	15	NEU	NEU11	3	4
1012h	R3	160.6228	11	Q	Q_NEU11	3	4
1012h	R3	178.6817	15	CON	NEU18	9	8
1012h	R3	195.7067	11	Q	Q_NEU18	9	8
1012h	R3	213.7651	15	NEU	NEU23	4	4
1012h	R3	230.7901	11	Q	Q_NEU23	4	4
1012h	R3	248.5985	15	NEU	NEU9	3	4
1012h	R3	265.6318	11	Q	Q_NEU9	3	4
1012i	R1	5.5152	15	HOP	HOP22	8	7
1012i	R1	22.5402	11	Q	Q_HOP22	8	7
1012i	R1	40.5986	15	CON	NEU5	7	3
1012i	R1	57.6236	11	Q	Q_NEU5	7	3
1012i	R1	75.4403	15	CON	NEU3	8	2
1012i	R1	92.4653	11	Q	Q_NEU3	8	2
1012i	R1	109.0237	15	HOP	HOP19	none	7
1012i	R1	126.0481	11	Q	Q_HOP19	none	7
1012i	R1	143.3571	15	CON	NEU2	none	6
1012i	R1	160.3821	11	Q	Q_NEU2	none	6
1012i	R1	178.1988	15	HOP	HOP7	7	7
1012i	R1	195.2238	11	Q	Q_HOP7	7	7
1012i	R1	213.0322	15	HOP	HOP15	10	7
1012i	R1	230.0655	11	Q	Q_HOP15	10	7
1012i	R1	246.6406	15	CON	NEU22	none	3
1012i	R1	263.6656	11	Q	Q_NEU22	none	3
1012i	R2	7.2642	15	CON	NEU16	8	4
1012i	R2	24.2892	11	Q	Q_NEU16	8	4
1012i	R2	41.3559	15	HOP	HOP23	7	7
1012i	R2	58.3804	11	Q	Q_HOP23	7	7
1012i	R2	75.1893	15	HOP	HOP13	7	4
1012i	R2	92.2143	11	Q	Q_HOP13	7	4
1012i	R2	110.2727	15	CON	NEU26	none	3
1012i	R2	127.2977	11	Q	Q_NEU26	none	3
1012i	R2	143.8561	15	CON	NEU25	6	3
1012i	R2	160.8811	11	Q	Q_NEU25	6	3
1012i	R2	177.6895	15	HOP	HOP5	8	4
1012i	R2	194.7145	11	Q	Q_HOP5	8	4
1012i	R2	212.2728	15	CON	NEU4	none	3
1012i	R2	229.2979	11	Q	Q_NEU4	none	3
1012i	R2	247.6062	15	HOP	HOP26	7	7
1012i	R2	264.6307	11	Q	Q_HOP26	7	7
1012i	R3	6.2712	15	CON	NEU17	6	none
1012i	R3	23.2962	11	Q	Q_NEU17	6	none
1012i	R3	40.1046	15	HOP	HOP17	8	3
1012i	R3	57.1296	11	Q	Q_HOP17	8	3
1012i	R3	75.4379	15	CON	NEU27	6	4
1012i	R3	92.4713	11	Q	Q_NEU27	6	4
1012i	R3	109.5297	15	CON	NEU10	7	2
1012i	R3	126.5546	11	Q	Q_NEU10	7	2
1012i	R3	143.613	15	HOP	HOP16	8	8
1012i	R3	160.6381	11	Q	Q_HOP16	8	8
1012i	R3	178.6964	15	CON	NEU18	4	4
1012i	R3	195.7208	11	Q	Q_NEU18	4	4
1012i	R3	213.7798	15	HOP	HOP11	none	6
1012i	R3	230.8048	11	Q	Q_HOP11	none	6
1012i	R3	248.6132	15	HOP	HOP27	8	7
1012i	R3	265.6382	11	Q	Q_HOP27	8	7
1112a	R1	5.5152	15	ANG	ANG21	3	3
1112a	R1	22.5402	11	Q	Q_ANG21	3	3
1112a	R1	40.6069	15	CON	NEU5	5	0
1112a	R1	57.6319	11	Q	Q_NEU5	5	0
1112a	R1	75.4403	15	CON	NEU3	5	0
1112a	R1	92.4653	11	Q	Q_NEU3	5	0
1112a	R1	109.0237	15	ANG	ANG12	2	3
1112a	R1	126.0487	11	Q	Q_ANG12	2	3
1112a	R1	143.357	15	CON	NEU2	none	0
1112a	R1	160.382	11	Q	Q_NEU2	none	0
1112a	R1	178.1904	15	ANG	ANG3	2	2
1112a	R1	195.2154	11	Q	Q_ANG3	2	2
1112a	R1	213.0238	15	ANG	ANG20	0	3
1112a	R1	230.0488	11	Q	Q_ANG20	0	3
1112a	R1	246.6071	15	CON	NEU22	none	0
1112a	R1	263.6322	11	Q	Q_NEU22	none	0
1112a	R2	7.2621	15	CON	NEU16	6	1
1112a	R2	24.2871	11	Q	Q_NEU16	6	1
1112a	R2	41.3455	15	ANG	ANG8	0	3
1112a	R2	58.3705	11	Q	Q_ANG8	0	3
1112a	R2	75.1788	15	ANG	ANG30	0	3
1112a	R2	92.2039	11	Q	Q_ANG30	0	3
1112a	R2	110.2622	15	CON	NEU26	none	0
1112a	R2	127.2872	11	Q	Q_NEU26	none	0
1112a	R2	143.8539	15	CON	NEU25	none	0
1112a	R2	160.8789	11	Q	Q_NEU25	none	0
1112a	R2	177.6872	15	ANG	ANG9	0	2
1112a	R2	194.7117	11	Q	Q_ANG9	0	2
1112a	R2	212.2707	15	CON	NEU4	none	0
1112a	R2	229.2957	11	Q	Q_NEU4	none	0
1112a	R2	247.604	15	ANG	ANG6	2	2
1112a	R2	264.6291	11	Q	Q_ANG6	2	2
1112a	R3	6.2686	15	CON	NEU17	none	0
1112a	R3	23.2936	11	Q	Q_NEU17	none	0
1112a	R3	40.1019	15	ANG	ANG25	0	2
1112a	R3	57.127	11	Q	Q_ANG25	0	2
1112a	R3	75.4353	15	CON	NEU27	5	0
1112a	R3	92.4603	11	Q	Q_NEU27	5	0
1112a	R3	109.5187	15	CON	NEU10	none	0
1112a	R3	126.5437	11	Q	Q_NEU10	none	0
1112a	R3	143.6021	15	ANG	ANG7	0	2
1112a	R3	160.6271	11	Q	Q_ANG7	0	2
1112a	R3	178.6855	15	CON	NEU18	none	0
1112a	R3	195.7105	11	Q	Q_NEU18	none	0
1112a	R3	213.7772	15	ANG	ANG1	3	1
1112a	R3	230.8022	11	Q	Q_ANG1	3	1
1112a	R3	248.6105	15	ANG	ANG17	3	1
1112a	R3	265.6356	11	Q	Q_ANG17	3	1
1112b	R1	5.5184	15	ANG	ANG21	2	6
1112b	R1	22.5429	11	Q	Q_ANG21	2	6
1112b	R1	40.6018	15	CON	NEU5	7	3
1112b	R1	57.6268	11	Q	Q_NEU5	7	3
1112b	R1	75.4351	15	CON	NEU3	7	3
1112b	R1	92.4602	11	Q	Q_NEU3	7	3
1112b	R1	109.0185	15	ANG	ANG12	4	4
1112b	R1	126.0435	11	Q	Q_ANG12	4	4
1112b	R1	143.3519	15	CON	NEU2	6	1
1112b	R1	160.3853	11	Q	Q_NEU2	6	1
1112b	R1	178.1936	15	ANG	ANG3	2	6
1112b	R1	195.2187	11	Q	Q_ANG3	2	6
1112b	R1	213.027	15	ANG	ANG20	2	6
1112b	R1	230.0604	11	Q	Q_ANG20	2	6
1112b	R1	246.6187	15	CON	NEU22	none	2
1112b	R1	263.6432	11	Q	Q_NEU22	none	2
1112b	R2	7.2723	15	CON	NEU16	7	3
1112b	R2	24.2974	11	Q	Q_NEU16	7	3
1112b	R2	41.3557	15	ANG	ANG8	2	6
1112b	R2	58.3808	11	Q	Q_ANG8	2	6
1112b	R2	75.1891	15	ANG	ANG30	4	4
1112b	R2	92.2141	11	Q	Q_ANG30	4	4
1112b	R2	110.2725	15	CON	NEU26	7	2
1112b	R2	127.3059	11	Q	Q_NEU26	7	2
1112b	R2	143.8642	15	CON	NEU25	7	2
1112b	R2	160.8892	11	Q	Q_NEU25	7	2
1112b	R2	177.6976	15	ANG	ANG9	3	6
1112b	R2	194.7226	11	Q	Q_ANG9	3	6
1112b	R2	212.281	15	CON	NEU4	6	2
1112b	R2	229.306	11	Q	Q_NEU4	6	2
1112b	R2	247.6227	15	ANG	ANG6	3	none
1112b	R2	264.6477	11	Q	Q_ANG6	3	none
1112b	R3	6.268	15	CON	NEU17	6	2
1112b	R3	23.2931	11	Q	Q_NEU17	6	2
1112b	R3	40.1014	15	ANG	ANG25	3	4
1112b	R3	57.1264	11	Q	Q_ANG25	3	4
1112b	R3	75.4348	15	CON	NEU27	none	1
1112b	R3	92.4598	11	Q	Q_NEU27	none	1
1112b	R3	109.5265	15	CON	NEU10	4	1
1112b	R3	126.5515	11	Q	Q_NEU10	4	1
1112b	R3	143.6099	15	ANG	ANG7	3	5
1112b	R3	160.6343	11	Q	Q_ANG7	3	5
1112b	R3	178.6933	15	CON	NEU18	8	4
1112b	R3	195.7183	11	Q	Q_NEU18	8	4
1112b	R3	213.785	15	ANG	ANG1	2	6
1112b	R3	230.81	11	Q	Q_ANG1	2	6
1112b	R3	248.6184	15	ANG	ANG17	5	3
1112b	R3	265.6434	11	Q	Q_ANG17	5	3
1112c	R1	5.5181	15	ANG	ANG21	1	6
1112c	R1	22.5432	11	Q	Q_ANG21	1	6
1112c	R1	40.6015	15	CON	NEU5	7	4
1112c	R1	57.6266	11	Q	Q_NEU5	7	4
1112c	R1	75.4349	15	CON	NEU3	6	4
1112c	R1	92.4599	11	Q	Q_NEU3	6	4
1112c	R1	109.0183	15	ANG	ANG12	3	6
1112c	R1	126.0433	11	Q	Q_ANG12	3	6
1112c	R1	143.36	15	CON	NEU2	6	3
1112c	R1	160.385	11	Q	Q_NEU2	6	3
1112c	R1	178.1934	15	ANG	ANG3	2	6
1112c	R1	195.2184	11	Q	Q_ANG3	2	6
1112c	R1	213.0268	15	ANG	ANG20	1	6
1112c	R1	230.0518	11	Q	Q_ANG20	1	6
1112c	R1	246.6102	15	CON	NEU22	none	3
1112c	R1	263.6352	11	Q	Q_NEU22	none	3
1112c	R2	7.2861	15	CON	NEU16	6	4
1112c	R2	24.3112	11	Q	Q_NEU16	6	4
1112c	R2	41.3695	15	ANG	ANG8	0	6
1112c	R2	58.3945	11	Q	Q_ANG8	0	6
1112c	R2	75.2029	15	ANG	ANG30	4	6
1112c	R2	92.2279	11	Q	Q_ANG30	4	6
1112c	R2	110.2863	15	CON	NEU26	none	3
1112c	R2	127.3113	11	Q	Q_NEU26	none	3
1112c	R2	143.8697	15	CON	NEU25	6	4
1112c	R2	160.903	11	Q	Q_NEU25	6	4
1112c	R2	177.7192	15	ANG	ANG9	2	6
1112c	R2	194.7448	11	Q	Q_ANG9	2	6
1112c	R2	212.3115	15	CON	NEU4	none	3
1112c	R2	229.3448	11	Q	Q_NEU4	none	3
1112c	R2	247.6532	15	ANG	ANG6	1	6
1112c	R2	264.6865	11	Q	Q_ANG6	1	6
1112c	R3	6.2651	15	CON	NEU17	6	3
1112c	R3	23.2902	11	Q	Q_NEU17	6	3
1112c	R3	40.0985	15	ANG	ANG25	2	6
1112c	R3	57.1236	11	Q	Q_ANG25	2	6
1112c	R3	75.4318	15	CON	NEU27	none	3
1112c	R3	92.4569	11	Q	Q_NEU27	none	3
1112c	R3	109.5153	15	CON	NEU10	6	4
1112c	R3	126.5403	11	Q	Q_NEU10	6	4
1112c	R3	143.5987	15	ANG	ANG7	2	none
1112c	R3	160.6237	11	Q	Q_ANG7	2	none
1112c	R3	178.6821	15	CON	NEU18	6	4
1112c	R3	195.7071	11	Q	Q_NEU18	6	4
1112c	R3	213.7655	15	ANG	ANG1	2	none
1112c	R3	230.7905	11	Q	Q_ANG1	2	none
1112c	R3	248.5989	15	ANG	ANG17	4	6
